,level_0,subject_id,block_id,file_position,trial_id,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,start,stop,duration,type_count,index,phase
2493,2493,2100,2,4158488,21.0,EFIX,L,2654498,2654763.0,266.0,594.0,212.2,2567,None,None,None,2649513,4985,5250.0,265.0,851,2493,nan
2494,2494,2100,2,4172246,22.0,EFIX,L,2655466,2655806.0,341.0,649.7,512.4,2072,None,None,None,2655459,7,347.0,340.0,852,2494,nan
2495,2495,2100,2,4172300,22.0,SSACC,L,2655807,nan,nan,None,None,None,None,None,None,2655459,348,nan,nan,803,2495,nan
2496,2496,2100,2,4174834,22.0,ESACC,L,2655807,2655874.0,68.0,649.2,512.7,376.7,415.5,7.88,263,2655459,348,415.0,67.0,803,2496,nan
2497,2497,2100,2,4182033,22.0,EFIX,L,2655875,2656066.0,192.0,360.8,415.5,1824,None,None,None,2655459,416,607.0,191.0,853,2497,nan
2498,2498,2100,2,4182087,22.0,SSACC,L,2656067,nan,nan,None,None,None,None,None,None,2655459,608,nan,nan,804,2498,nan
2499,2499,2100,2,4183992,22.0,ESACC,L,2656067,2656117.0,51.0,358.7,418.2,397.2,610.9,5.08,279,2655459,608,658.0,50.0,804,2499,nan
2500,2500,2100,2,4189378,22.0,EFIX,L,2656118,2656260.0,143.0,402.4,628.6,1644,None,None,None,2655459,659,801.0,142.0,854,2500,nan
2501,2501,2100,2,4189432,22.0,SSACC,L,2656261,nan,nan,None,None,None,None,None,None,2655459,802,nan,nan,805,2501,nan
2502,2502,2100,2,4191004,22.0,ESACC,L,2656261,2656302.0,42.0,402.8,629.0,650.5,671.4,6.74,303,2655459,802,843.0,41.0,805,2502,nan
2503,2503,2100,2,4217221,22.0,EFIX,L,2656303,2657008.0,706.0,652.8,677.8,1631,None,None,None,2655459,844,1549.0,705.0,855,2503,nan
2504,2504,2100,2,4217275,22.0,SSACC,L,2657009,nan,nan,None,None,None,None,None,None,2655459,1550,nan,nan,806,2504,nan
2505,2505,2100,2,4218625,22.0,ESACC,L,2657009,2657044.0,36.0,654.5,682.4,600.7,600.2,2.54,143,2655459,1550,1585.0,35.0,806,2505,nan
2506,2506,2100,2,4234075,22.0,EFIX,L,2657045,2657459.0,415.0,606.5,609.4,1605,None,None,None,2655459,1586,2000.0,414.0,856,2506,nan
2507,2507,2100,2,4234129,22.0,SSACC,L,2657460,nan,nan,None,None,None,None,None,None,2655459,2001,nan,nan,807,2507,nan
2508,2508,2100,2,4235331,22.0,ESACC,L,2657460,2657491.0,32.0,608.0,609.8,705.3,557.7,2.97,176,2655459,2001,2032.0,31.0,807,2508,nan
2509,2509,2100,2,4245120,22.0,EFIX,L,2657492,2657753.0,262.0,708.9,560.1,1512,None,None,None,2655459,2033,2294.0,261.0,857,2509,nan
2510,2510,2100,2,4245174,22.0,SSACC,L,2657754,nan,nan,None,None,None,None,None,None,2655459,2295,nan,nan,808,2510,nan
2511,2511,2100,2,4246154,22.0,ESACC,L,2657754,2657779.0,26.0,714.4,559.5,634.9,515.8,2.45,229,2655459,2295,2320.0,25.0,808,2511,nan
2512,2512,2100,2,4256054,22.0,EFIX,L,2657780,2658044.0,265.0,641.2,522.8,1442,None,None,None,2655459,2321,2585.0,264.0,858,2512,nan
2513,2513,2100,2,4256108,22.0,SSACC,L,2658045,nan,nan,None,None,None,None,None,None,2655459,2586,nan,nan,809,2513,nan
2514,2514,2100,2,4257606,22.0,ESACC,L,2658045,2658084.0,40.0,640.1,524.1,756.6,590.9,3.62,170,2655459,2586,2625.0,39.0,809,2514,nan
2515,2515,2100,2,4262289,22.0,EFIX,L,2658085,2658208.0,124.0,762.3,584.9,1502,None,None,None,2655459,2626,2749.0,123.0,859,2515,nan
2516,2516,2100,2,4262343,22.0,SSACC,L,2658209,nan,nan,None,None,None,None,None,None,2655459,2750,nan,nan,810,2516,nan
2517,2517,2100,2,4264137,22.0,ESACC,L,2658209,2658256.0,48.0,766.8,588.1,644.5,498.2,4.07,322,2655459,2750,2797.0,47.0,810,2517,nan
2518,2518,2100,2,4271114,22.0,EFIX,L,2658257,2658442.0,186.0,635.3,491.1,1482,None,None,None,2655459,2798,2983.0,185.0,860,2518,nan
2519,2519,2100,2,4271168,22.0,SSACC,L,2658443,nan,nan,None,None,None,None,None,None,2655459,2984,nan,nan,811,2519,nan
2520,2520,2100,2,4272000,22.0,ESACC,L,2658443,2658464.0,22.0,635.7,491.0,618.4,500.2,0.53,107,2655459,2984,3005.0,21.0,811,2520,nan
2521,2521,2100,2,4282936,22.0,EFIX,L,2658465,2658757.0,293.0,615.6,503.3,1467,None,None,None,2655459,3006,3298.0,292.0,861,2521,nan
2522,2522,2100,2,4282990,22.0,SSACC,L,2658758,nan,nan,None,None,None,None,None,None,2655459,3299,nan,nan,812,2522,nan
2523,2523,2100,2,4284414,22.0,ESACC,L,2658758,2658795.0,38.0,611.3,506.0,636.6,666.7,4.18,223,2655459,3299,3336.0,37.0,812,2523,nan
2524,2524,2100,2,4293389,22.0,EFIX,L,2658796,2659035.0,240.0,638.7,668.1,1549,None,None,None,2655459,3337,3576.0,239.0,862,2524,nan
2525,2525,2100,2,4293443,22.0,SSACC,L,2659036,nan,nan,None,None,None,None,None,None,2655459,3577,nan,nan,813,2525,nan
2526,2526,2100,2,4294349,22.0,ESACC,L,2659036,2659059.0,24.0,640.7,670.2,610.8,694.9,1.02,152,2655459,3577,3600.0,23.0,813,2526,nan
2527,2527,2100,2,4304841,22.0,EFIX,L,2659060,2659340.0,281.0,613.4,695.4,1634,None,None,None,2655459,3601,3881.0,280.0,863,2527,nan
2528,2528,2100,2,4304895,22.0,SSACC,L,2659341,nan,nan,None,None,None,None,None,None,2655459,3882,nan,nan,814,2528,nan
2529,2529,2100,2,4306356,22.0,ESACC,L,2659341,2659379.0,39.0,616.2,699.1,639.8,560.0,3.58,221,2655459,3882,3920.0,38.0,814,2529,nan
2530,2530,2100,2,4313037,22.0,EFIX,L,2659380,2659557.0,178.0,642.9,567.3,1634,None,None,None,2655459,3921,4098.0,177.0,864,2530,nan
2531,2531,2100,2,4313091,22.0,SSACC,L,2659558,nan,nan,None,None,None,None,None,None,2655459,4099,nan,nan,815,2531,nan
2532,2532,2100,2,4314959,22.0,ESACC,L,2659558,2659607.0,50.0,644.1,566.5,253.5,672.1,10.77,419,2655459,4099,4148.0,49.0,815,2532,nan
2533,2533,2100,2,4321307,22.0,EFIX,L,2659608,2659776.0,169.0,257.0,671.5,1656,None,None,None,2655459,4149,4317.0,168.0,865,2533,nan
2534,2534,2100,2,4321361,22.0,SSACC,L,2659777,nan,nan,None,None,None,None,None,None,2655459,4318,nan,nan,816,2534,nan
2535,2535,2100,2,4323192,22.0,ESACC,L,2659777,2659825.0,49.0,253.7,672.2,634.2,510.8,10.98,372,2655459,4318,4366.0,48.0,816,2535,nan
2536,2536,2100,2,4336163,22.0,EFIX,L,2659826,2660173.0,348.0,639.7,515.5,1577,None,None,None,2655459,4367,4714.0,347.0,866,2536,nan
2537,2537,2100,2,4336217,22.0,SSACC,L,2660174,nan,nan,None,None,None,None,None,None,2655459,4715,nan,nan,817,2537,nan
2538,2538,2100,2,4337049,22.0,ESACC,L,2660174,2660195.0,22.0,643.4,518.1,621.1,501.0,0.76,99,2655459,4715,4736.0,21.0,817,2538,nan
2539,2539,2100,2,4346764,22.0,EFIX,L,2660196,2660455.0,260.0,623.9,506.1,1568,None,None,None,2655459,4737,4996.0,259.0,867,2539,nan
2540,2540,2100,2,4346818,22.0,SSACC,L,2660456,nan,nan,None,None,None,None,None,None,2655459,4997,nan,nan,818,2540,nan
2541,2541,2100,2,4348908,22.0,ESACC,L,2660456,2660511.0,56.0,625.5,506.6,417.5,424.0,6.10,336,2655459,4997,5052.0,55.0,818,2541,nan
2542,2542,2100,2,4355865,22.0,EFIX,L,2660512,2660694.0,183.0,401.6,420.1,1517,None,None,None,2655459,5053,5235.0,182.0,868,2542,nan
2543,2543,2100,2,4359712,23.0,EFIX,L,2661400,2661473.0,74.0,655.4,459.9,1756,None,None,None,2661393,7,80.0,73.0,869,2543,nan
2544,2544,2100,2,4359765,23.0,SSACC,L,2661474,nan,nan,None,None,None,None,None,None,2661393,81,nan,nan,819,2544,nan
2545,2545,2100,2,4360597,23.0,ESACC,L,2661474,2661495.0,22.0,655.3,461.0,650.0,520.8,1.57,136,2661393,81,102.0,21.0,819,2545,nan
2546,2546,2100,2,4372416,23.0,EFIX,L,2661496,2661811.0,316.0,644.7,516.0,1854,None,None,None,2661393,103,418.0,315.0,870,2546,nan
2547,2547,2100,2,4372470,23.0,SSACC,L,2661812,nan,nan,None,None,None,None,None,None,2661393,419,nan,nan,820,2547,nan
2548,2548,2100,2,4373524,23.0,ESACC,L,2661812,2661839.0,28.0,640.6,518.4,681.9,575.2,1.85,144,2661393,419,446.0,27.0,820,2548,nan
2549,2549,2100,2,4377356,23.0,EFIX,L,2661840,2661940.0,101.0,670.8,578.8,1904,None,None,None,2661393,447,547.0,100.0,871,2549,nan
2550,2550,2100,2,4377410,23.0,SSACC,L,2661941,nan,nan,None,None,None,None,None,None,2661393,548,nan,nan,821,2550,nan
2551,2551,2100,2,4379389,23.0,ESACC,L,2661941,2661993.0,53.0,673.2,580.1,435.0,636.2,6.59,431,2661393,548,600.0,52.0,821,2551,nan
2552,2552,2100,2,4387180,23.0,EFIX,L,2661994,2662201.0,208.0,419.0,641.7,2051,None,None,None,2661393,601,808.0,207.0,872,2552,nan
2553,2553,2100,2,4387234,23.0,SSACC,L,2662202,nan,nan,None,None,None,None,None,None,2661393,809,nan,nan,822,2553,nan
2554,2554,2100,2,4389065,23.0,ESACC,L,2662202,2662250.0,49.0,423.7,643.7,299.9,668.7,3.35,289,2661393,809,857.0,48.0,822,2554,nan
2555,2555,2100,2,4394266,23.0,EFIX,L,2662251,2662388.0,138.0,287.6,673.4,2222,None,None,None,2661393,858,995.0,137.0,873,2555,nan
2556,2556,2100,2,4394320,23.0,SSACC,L,2662389,nan,nan,None,None,None,None,None,None,2661393,996,nan,nan,823,2556,nan
2557,2557,2100,2,4396040,23.0,ESACC,L,2662389,2662434.0,46.0,283.6,673.6,421.8,671.2,3.66,288,2661393,996,1041.0,45.0,823,2557,nan
2558,2558,2100,2,4403054,23.0,EFIX,L,2662435,2662621.0,187.0,436.4,668.3,2346,None,None,None,2661393,1042,1228.0,186.0,874,2558,nan
2559,2559,2100,2,4403108,23.0,SSACC,L,2662622,nan,nan,None,None,None,None,None,None,2661393,1229,nan,nan,824,2559,nan
2560,2560,2100,2,4405420,23.0,ESACC,L,2662622,2662683.0,62.0,435.7,667.5,805.6,617.4,10.01,370,2661393,1229,1290.0,61.0,824,2560,nan
2561,2561,2100,2,4415135,23.0,EFIX,L,2662684,2662943.0,260.0,830.8,609.1,2465,None,None,None,2661393,1291,1550.0,259.0,875,2561,nan
2562,2562,2100,2,4415189,23.0,SSACC,L,2662944,nan,nan,None,None,None,None,None,None,2661393,1551,nan,nan,825,2562,nan
2563,2563,2100,2,4417168,23.0,ESACC,L,2662944,2662996.0,53.0,834.2,606.8,887.2,494.5,3.22,188,2661393,1551,1603.0,52.0,825,2563,nan
2564,2564,2100,2,4422480,23.0,EFIX,L,2662997,2663137.0,141.0,890.6,483.8,2440,None,None,None,2661393,1604,1744.0,140.0,876,2564,nan
2565,2565,2100,2,4422534,23.0,SSACC,L,2663138,nan,nan,None,None,None,None,None,None,2661393,1745,nan,nan,826,2565,nan
2566,2566,2100,2,4424180,23.0,ESACC,L,2663138,2663181.0,44.0,895.3,482.9,910.9,687.1,5.21,343,2661393,1745,1788.0,43.0,826,2566,nan
2567,2567,2100,2,4434746,23.0,EFIX,L,2663182,2663464.0,283.0,920.5,693.0,2436,None,None,None,2661393,1789,2071.0,282.0,877,2567,nan
2568,2568,2100,2,4434800,23.0,SSACC,L,2663465,nan,nan,None,None,None,None,None,None,2661393,2072,nan,nan,827,2568,nan
2569,2569,2100,2,4437556,23.0,ESACC,L,2663465,2663538.0,74.0,925.2,700.6,570.1,522.1,10.56,404,2661393,2072,2145.0,73.0,827,2569,nan
2570,2570,2100,2,4444718,23.0,EFIX,L,2663539,2663729.0,191.0,558.4,522.0,2474,None,None,None,2661393,2146,2336.0,190.0,878,2570,nan
2571,2571,2100,2,4444772,23.0,SSACC,L,2663730,nan,nan,None,None,None,None,None,None,2661393,2337,nan,nan,828,2571,nan
2572,2572,2100,2,4445715,23.0,ESACC,L,2663730,2663754.0,25.0,556.0,522.0,649.9,535.8,2.60,228,2661393,2337,2361.0,24.0,828,2572,nan
2573,2573,2100,2,4452433,23.0,EFIX,L,2663755,2663933.0,179.0,639.6,533.0,2496,None,None,None,2661393,2362,2540.0,178.0,879,2573,nan
2574,2574,2100,2,4452487,23.0,SSACC,L,2663934,nan,nan,None,None,None,None,None,None,2661393,2541,nan,nan,829,2574,nan
2575,2575,2100,2,4454836,23.0,ESACC,L,2663934,2663996.0,63.0,643.6,534.2,369.4,411.2,8.15,356,2661393,2541,2603.0,62.0,829,2575,nan
2576,2576,2100,2,4460407,23.0,EFIX,L,2663997,2664144.0,148.0,353.7,409.5,2583,None,None,None,2661393,2604,2751.0,147.0,880,2576,nan
2577,2577,2100,2,4460461,23.0,SSACC,L,2664145,nan,nan,None,None,None,None,None,None,2661393,2752,nan,nan,830,2577,nan
2578,2578,2100,2,4463069,23.0,ESACC,L,2664145,2664214.0,70.0,355.5,413.4,251.5,176.0,6.89,315,2661393,2752,2821.0,69.0,830,2578,nan
2579,2579,2100,2,4472488,23.0,EFIX,L,2664215,2664466.0,252.0,250.6,166.0,2632,None,None,None,2661393,2822,3073.0,251.0,881,2579,nan
2580,2580,2100,2,4472542,23.0,SSACC,L,2664467,nan,nan,None,None,None,None,None,None,2661393,3074,nan,nan,831,2580,nan
2581,2581,2100,2,4475187,23.0,ESACC,L,2664467,2664537.0,71.0,248.2,169.9,639.7,487.6,13.60,521,2661393,3074,3144.0,70.0,831,2581,nan
2582,2582,2100,2,4481942,23.0,EFIX,L,2664538,2664717.0,180.0,642.6,495.1,2771,None,None,None,2661393,3145,3324.0,179.0,882,2582,nan
2583,2583,2100,2,4481996,23.0,SSACC,L,2664718,nan,nan,None,None,None,None,None,None,2661393,3325,nan,nan,832,2583,nan
2584,2584,2100,2,4482976,23.0,ESACC,L,2664718,2664743.0,26.0,645.7,499.2,639.6,508.8,0.30,99,2661393,3325,3350.0,25.0,832,2584,nan
2585,2585,2100,2,4489990,23.0,EFIX,L,2664744,2664930.0,187.0,635.5,516.6,2902,None,None,None,2661393,3351,3537.0,186.0,883,2585,nan
2586,2586,2100,2,4490044,23.0,SSACC,L,2664931,nan,nan,None,None,None,None,None,None,2661393,3538,nan,nan,833,2586,nan
2587,2587,2100,2,4492356,23.0,ESACC,L,2664931,2664992.0,62.0,634.0,517.6,962.9,630.1,9.33,383,2661393,3538,3599.0,61.0,833,2587,nan
2588,2588,2100,2,4496706,23.0,EFIX,L,2664993,2665107.0,115.0,974.6,645.2,2922,None,None,None,2661393,3600,3714.0,114.0,884,2588,nan
2589,2589,2100,2,4496760,23.0,SSACC,L,2665108,nan,nan,None,None,None,None,None,None,2661393,3715,nan,nan,834,2589,nan
2590,2590,2100,2,4498924,23.0,ESACC,L,2665108,2665165.0,58.0,975.6,646.8,666.5,525.9,8.86,524,2661393,3715,3772.0,57.0,834,2590,nan
2591,2591,2100,2,4506678,23.0,EFIX,L,2665166,2665372.0,207.0,651.1,530.4,3000,None,None,None,2661393,3773,3979.0,206.0,885,2591,nan
2592,2592,2100,2,4506732,23.0,SSACC,L,2665373,nan,nan,None,None,None,None,None,None,2661393,3980,nan,nan,835,2592,nan
2593,2593,2100,2,4507342,23.0,ESACC,L,2665373,2665388.0,16.0,656.0,540.1,639.2,518.0,0.74,68,2661393,3980,3995.0,15.0,835,2593,nan
2594,2594,2100,2,4515281,23.0,EFIX,L,2665389,2665600.0,212.0,652.2,533.2,2974,None,None,None,2661393,3996,4207.0,211.0,886,2594,nan
2595,2595,2100,2,4515335,23.0,SSACC,L,2665601,nan,nan,None,None,None,None,None,None,2661393,4208,nan,nan,836,2595,nan
2596,2596,2100,2,4516204,23.0,ESACC,L,2665601,2665623.0,23.0,654.5,536.3,693.6,534.8,1.07,134,2661393,4208,4230.0,22.0,836,2596,nan
2597,2597,2100,2,4529804,23.0,EFIX,L,2665624,2665988.0,365.0,689.7,528.3,2899,None,None,None,2661393,4231,4595.0,364.0,887,2597,nan
2598,2598,2100,2,4529858,23.0,SSACC,L,2665989,nan,nan,None,None,None,None,None,None,2661393,4596,nan,nan,837,2598,nan
2599,2599,2100,2,4531060,23.0,ESACC,L,2665989,2666020.0,32.0,696.0,527.9,642.1,521.2,1.49,212,2661393,4596,4627.0,31.0,837,2599,nan
2600,2600,2100,2,4549322,23.0,EFIX,L,2666021,2666511.0,491.0,645.3,530.4,2787,None,None,None,2661393,4628,5118.0,490.0,888,2600,nan
2601,2601,2100,2,4549376,23.0,SSACC,L,2666512,nan,nan,None,None,None,None,None,None,2661393,5119,nan,nan,838,2601,nan
2602,2602,2100,2,4551335,23.0,ESACC,L,2666512,2666561.0,50.0,645.6,536.9,467.9,632.8,5.42,398,2661393,5119,5168.0,49.0,838,2602,nan
2603,2603,2100,2,4554390,23.0,EFIX,L,2666562,2666641.0,80.0,451.4,635.8,3004,None,None,None,2661393,5169,5248.0,79.0,889,2603,nan
2604,2604,2100,2,4562372,24.0,EFIX,L,2667280,2667464.0,185.0,652.1,521.0,2036,None,None,None,2667273,7,191.0,184.0,890,2604,nan
2605,2605,2100,2,4562426,24.0,SSACC,L,2667465,nan,nan,None,None,None,None,None,None,2667273,192,nan,nan,839,2605,nan
2606,2606,2100,2,4563184,24.0,ESACC,L,2667465,2667484.0,20.0,649.4,519.6,669.5,532.8,0.65,85,2667273,192,211.0,19.0,839,2606,nan
2607,2607,2100,2,4571160,24.0,EFIX,L,2667485,2667697.0,213.0,668.0,533.2,1856,None,None,None,2667273,212,424.0,212.0,891,2607,nan
2608,2608,2100,2,4571214,24.0,SSACC,L,2667698,nan,nan,None,None,None,None,None,None,2667273,425,nan,nan,840,2608,nan
2609,2609,2100,2,4575709,24.0,ESACC,L,2667698,2667818.0,121.0,670.1,535.8,249.7,46.6,17.24,261,2667273,425,545.0,120.0,840,2609,nan
2610,2610,2100,2,4588866,24.0,EFIX,L,2667819,2668171.0,353.0,257.0,52.8,1886,None,None,None,2667273,546,898.0,352.0,892,2610,nan
2611,2611,2100,2,4588920,24.0,SSACC,L,2668172,nan,nan,None,None,None,None,None,None,2667273,899,nan,nan,841,2611,nan
2612,2612,2100,2,4591195,24.0,ESACC,L,2668172,2668232.0,61.0,255.8,56.4,603.7,394.7,13.14,417,2667273,899,959.0,60.0,841,2612,nan
2613,2613,2100,2,4599393,24.0,EFIX,L,2668233,2668451.0,219.0,618.7,394.3,2287,None,None,None,2667273,960,1178.0,218.0,893,2613,nan
2614,2614,2100,2,4599447,24.0,SSACC,L,2668452,nan,nan,None,None,None,None,None,None,2667273,1179,nan,nan,842,2614,nan
2615,2615,2100,2,4600686,24.0,ESACC,L,2668452,2668484.0,33.0,626.2,399.0,654.8,528.4,3.49,311,2667273,1179,1211.0,32.0,842,2615,nan
2616,2616,2100,2,4613065,24.0,EFIX,L,2668485,2668816.0,332.0,664.8,527.6,2578,None,None,None,2667273,1212,1543.0,331.0,894,2616,nan
2617,2617,2100,2,4613119,24.0,SSACC,L,2668817,nan,nan,None,None,None,None,None,None,2667273,1544,nan,nan,843,2617,nan
2618,2618,2100,2,4614469,24.0,ESACC,L,2668817,2668852.0,36.0,667.7,534.4,623.1,453.4,2.45,187,2667273,1544,1579.0,35.0,843,2618,nan
2619,2619,2100,2,4620854,24.0,EFIX,L,2668853,2669022.0,170.0,623.5,473.9,2660,None,None,None,2667273,1580,1749.0,169.0,895,2619,nan
2620,2620,2100,2,4620908,24.0,SSACC,L,2669023,nan,nan,None,None,None,None,None,None,2667273,1750,nan,nan,844,2620,nan
2621,2621,2100,2,4624959,24.0,ESACC,L,2669023,2669131.0,109.0,617.0,491.1,622.8,497.0,0.22,371,2667273,1750,1858.0,108.0,844,2621,nan
2622,2622,2100,2,4642260,24.0,EFIX,L,2669132,2669596.0,465.0,625.2,503.5,2780,None,None,None,2667273,1859,2323.0,464.0,896,2622,nan
2623,2623,2100,2,4642314,24.0,SSACC,L,2669597,nan,nan,None,None,None,None,None,None,2667273,2324,nan,nan,845,2623,nan
2624,2624,2100,2,4643516,24.0,ESACC,L,2669597,2669628.0,32.0,632.5,503.5,632.5,543.9,1.05,142,2667273,2324,2355.0,31.0,845,2624,nan
2625,2625,2100,2,4664035,24.0,EFIX,L,2669629,2670180.0,552.0,646.4,556.8,2684,None,None,None,2667273,2356,2907.0,551.0,897,2625,nan
2626,2626,2100,2,4664089,24.0,SSACC,L,2670181,nan,nan,None,None,None,None,None,None,2667273,2908,nan,nan,846,2626,nan
2627,2627,2100,2,4664736,24.0,ESACC,L,2670181,2670197.0,17.0,653.2,569.3,673.1,560.8,0.59,75,2667273,2908,2924.0,16.0,846,2627,nan
2628,2628,2100,2,4680741,24.0,EFIX,L,2670198,2670627.0,430.0,672.0,558.0,2384,None,None,None,2667273,2925,3354.0,429.0,898,2628,nan
2629,2629,2100,2,4680795,24.0,SSACC,L,2670628,nan,nan,None,None,None,None,None,None,2667273,3355,nan,nan,847,2629,nan
2630,2630,2100,2,4685061,24.0,EBLINK,L,2670651,2670759.0,109.0,None,None,None,None,None,None,2667273,3378,3486.0,108.0,40,2630,nan
2631,2631,2100,2,4688162,24.0,ESACC,L,2670628,2670842.0,215.0,668.9,567.4,671.6,533.5,0.88,1053,2667273,3355,3569.0,214.0,847,2631,nan
2632,2632,2100,2,4693623,24.0,EFIX,L,2670843,2670987.0,145.0,668.9,535.9,2301,None,None,None,2667273,3570,3714.0,144.0,899,2632,nan
2633,2633,2100,2,4693677,24.0,SSACC,L,2670988,nan,nan,None,None,None,None,None,None,2667273,3715,nan,nan,848,2633,nan
2634,2634,2100,2,4694583,24.0,ESACC,L,2670988,2671011.0,24.0,668.9,536.3,634.3,545.2,0.98,144,2667273,3715,3738.0,23.0,848,2634,nan
2635,2635,2100,2,4704224,24.0,EFIX,L,2671012,2671269.0,258.0,639.9,544.7,2369,None,None,None,2667273,3739,3996.0,257.0,900,2635,nan
2636,2636,2100,2,4704278,24.0,SSACC,L,2671270,nan,nan,None,None,None,None,None,None,2667273,3997,nan,nan,849,2636,nan
2637,2637,2100,2,4705221,24.0,ESACC,L,2671270,2671294.0,25.0,637.2,543.7,677.5,538.8,1.11,138,2667273,3997,4021.0,24.0,849,2637,nan
2638,2638,2100,2,4713049,24.0,EFIX,L,2671295,2671503.0,209.0,674.0,539.0,2531,None,None,None,2667273,4022,4230.0,208.0,901,2638,nan
2639,2639,2100,2,4713103,24.0,SSACC,L,2671504,nan,nan,None,None,None,None,None,None,2667273,4231,nan,nan,850,2639,nan
2640,2640,2100,2,4714342,24.0,ESACC,L,2671504,2671536.0,33.0,677.2,537.2,643.2,539.3,0.93,191,2667273,4231,4263.0,32.0,850,2640,nan
2641,2641,2100,2,4721430,24.0,EFIX,L,2671537,2671725.0,189.0,639.9,540.2,2578,None,None,None,2667273,4264,4452.0,188.0,902,2641,nan
2642,2642,2100,2,4721484,24.0,SSACC,L,2671726,nan,nan,None,None,None,None,None,None,2667273,4453,nan,nan,851,2642,nan
2643,2643,2100,2,4721872,24.0,ESACC,L,2671726,2671735.0,10.0,638.7,543.7,620.9,548.4,0.50,55,2667273,4453,4462.0,9.0,851,2643,nan
2644,2644,2100,2,4732882,24.0,EFIX,L,2671736,2672030.0,295.0,629.9,550.2,2610,None,None,None,2667273,4463,4757.0,294.0,903,2644,nan
2645,2645,2100,2,4732936,24.0,SSACC,L,2672031,nan,nan,None,None,None,None,None,None,2667273,4758,nan,nan,852,2645,nan
2646,2646,2100,2,4737253,24.0,EBLINK,L,2672047,2672165.0,119.0,None,None,None,None,None,None,2667273,4774,4892.0,118.0,41,2646,nan
2647,2647,2100,2,4738763,24.0,ESACC,L,2672031,2672205.0,175.0,628.6,560.6,658.0,519.6,1.33,421,2667273,4758,4932.0,174.0,852,2647,nan
2648,2648,2100,2,4740043,24.0,EFIX,L,2672206,2672237.0,32.0,659.8,518.6,2871,None,None,None,2667273,4933,4964.0,31.0,904,2648,nan
2649,2649,2100,2,4740096,24.0,SSACC,L,2672238,nan,nan,None,None,None,None,None,None,2667273,4965,nan,nan,853,2649,nan
2650,2650,2100,2,4741964,24.0,ESACC,L,2672238,2672287.0,50.0,652.8,502.3,661.9,557.6,1.46,385,2667273,4965,5014.0,49.0,853,2650,nan
2651,2651,2100,2,4746795,24.0,EFIX,L,2672288,2672415.0,128.0,660.9,555.9,2720,None,None,None,2667273,5015,5142.0,127.0,905,2651,nan
2652,2652,2100,2,4746849,24.0,SSACC,L,2672416,nan,nan,None,None,None,None,None,None,2667273,5143,nan,nan,854,2652,nan
2653,2653,2100,2,4747735,24.0,ESACC,L,2672416,2672436.0,21.0,658.4,553.2,651.9,521.4,0.84,72,2667273,5143,5163.0,20.0,854,2653,nan
2654,2654,2100,2,4751086,24.0,EFIX,L,2672437,2672524.0,88.0,653.1,531.1,2733,None,None,None,2667273,5164,5251.0,87.0,906,2654,nan
2655,2655,2100,2,4753703,25.0,EFIX,L,2673244,2673284.0,41.0,658.1,533.6,1869,None,None,None,2673237,7,47.0,40.0,907,2655,nan
2656,2656,2100,2,4753756,25.0,SSACC,L,2673285,nan,nan,None,None,None,None,None,None,2673237,48,nan,nan,855,2656,nan
2657,2657,2100,2,4754070,25.0,ESACC,L,2673285,2673292.0,8.0,656.1,529.8,656.7,516.8,0.34,47,2673237,48,55.0,7.0,855,2657,nan
2658,2658,2100,2,4765592,25.0,EFIX,L,2673293,2673600.0,308.0,656.8,516.7,1727,None,None,None,2673237,56,363.0,307.0,908,2658,nan
2659,2659,2100,2,4765646,25.0,SSACC,L,2673601,nan,nan,None,None,None,None,None,None,2673237,364,nan,nan,856,2659,nan
2660,2660,2100,2,4767144,25.0,ESACC,L,2673601,2673640.0,40.0,652.0,512.4,735.8,376.7,4.26,170,2673237,364,403.0,39.0,856,2660,nan
2661,2661,2100,2,4778968,25.0,EFIX,L,2673641,2673957.0,317.0,742.9,380.6,1531,None,None,None,2673237,404,720.0,316.0,909,2661,nan
2662,2662,2100,2,4779022,25.0,SSACC,L,2673958,nan,nan,None,None,None,None,None,None,2673237,721,nan,nan,857,2662,nan
2663,2663,2100,2,4779558,25.0,ESACC,L,2673958,2673971.0,14.0,742.2,379.6,773.4,375.6,0.87,89,2673237,721,734.0,13.0,857,2663,nan
2664,2664,2100,2,4786202,25.0,EFIX,L,2673972,2674148.0,177.0,771.6,378.5,1391,None,None,None,2673237,735,911.0,176.0,910,2664,nan
2665,2665,2100,2,4786256,25.0,SSACC,L,2674149,nan,nan,None,None,None,None,None,None,2673237,912,nan,nan,858,2665,nan
2666,2666,2100,2,4788235,25.0,ESACC,L,2674149,2674201.0,53.0,770.5,378.5,368.0,484.6,11.37,406,2673237,912,964.0,52.0,858,2666,nan
2667,2667,2100,2,4797691,25.0,EFIX,L,2674202,2674454.0,253.0,371.1,489.5,1409,None,None,None,2673237,965,1217.0,252.0,911,2667,nan
2668,2668,2100,2,4797745,25.0,SSACC,L,2674455,nan,nan,None,None,None,None,None,None,2673237,1218,nan,nan,859,2668,nan
2669,2669,2100,2,4799391,25.0,ESACC,L,2674455,2674498.0,44.0,369.3,491.7,592.8,384.7,6.75,271,2673237,1218,1261.0,43.0,859,2669,nan
