,level_0,subject_id,block_id,file_position,trial_id,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,start,stop,duration,type_count,index,phase
808,808,1020,1,3724938,19.0,ESACC,L,1144726,1144749.0,24.0,615.8,509.1,573.5,587.7,2.34,152,1140187,4539,4562.0,23.0,257,808,nan
809,809,1020,1,3732433,19.0,EFIX,L,1144750,1144949.0,200.0,582.5,598.1,4508,None,None,None,1140187,4563,4762.0,199.0,276,809,nan
810,810,1020,1,3732487,19.0,SSACC,L,1144950,nan,nan,None,None,None,None,None,None,1140187,4763,nan,nan,258,810,nan
811,811,1020,1,3733356,19.0,ESACC,L,1144950,1144972.0,23.0,588.6,594.5,646.6,538.5,2.14,162,1140187,4763,4785.0,22.0,258,811,nan
812,812,1020,1,3750821,19.0,EFIX,L,1144973,1145439.0,467.0,646.2,516.1,4624,None,None,None,1140187,4786,5252.0,466.0,277,812,nan
813,813,1020,1,3767316,20.0,EFIX,L,1146160,1146574.0,415.0,642.8,528.2,3255,None,None,None,1146153,7,421.0,414.0,278,813,nan
814,814,1020,1,3767370,20.0,SSACC,L,1146575,nan,nan,None,None,None,None,None,None,1146153,422,nan,nan,259,814,nan
815,815,1020,1,3768313,20.0,ESACC,L,1146575,1146599.0,25.0,640.1,521.9,554.1,523.8,2.36,145,1146153,422,446.0,24.0,259,815,nan
816,816,1020,1,3776141,20.0,EFIX,L,1146600,1146808.0,209.0,553.5,522.3,3521,None,None,None,1146153,447,655.0,208.0,279,816,nan
817,817,1020,1,3776195,20.0,SSACC,L,1146809,nan,nan,None,None,None,None,None,None,1146153,656,nan,nan,260,817,nan
818,818,1020,1,3777545,20.0,ESACC,L,1146809,1146844.0,36.0,553.6,516.6,770.4,519.5,5.93,312,1146153,656,691.0,35.0,260,818,nan
819,819,1020,1,3784115,20.0,EFIX,L,1146845,1147019.0,175.0,771.1,507.6,3935,None,None,None,1146153,692,866.0,174.0,280,819,nan
820,820,1020,1,3784169,20.0,SSACC,L,1147020,nan,nan,None,None,None,None,None,None,1146153,867,nan,nan,261,820,nan
821,821,1020,1,3785112,20.0,ESACC,L,1147020,1147044.0,25.0,770.1,505.5,742.7,409.7,2.63,172,1146153,867,891.0,24.0,261,821,nan
822,822,1020,1,3791978,20.0,EFIX,L,1147045,1147227.0,183.0,740.5,399.1,4179,None,None,None,1146153,892,1074.0,182.0,281,822,nan
823,823,1020,1,3792032,20.0,SSACC,L,1147228,nan,nan,None,None,None,None,None,None,1146153,1075,nan,nan,262,823,nan
824,824,1020,1,3793197,20.0,ESACC,L,1147228,1147258.0,31.0,737.3,396.4,585.0,442.2,4.38,268,1146153,1075,1105.0,30.0,262,824,nan
825,825,1020,1,3800803,20.0,EFIX,L,1147259,1147461.0,203.0,578.5,436.5,4440,None,None,None,1146153,1106,1308.0,202.0,282,825,nan
826,826,1020,1,3800857,20.0,SSACC,L,1147462,nan,nan,None,None,None,None,None,None,1146153,1309,nan,nan,263,826,nan
827,827,1020,1,3802503,20.0,ESACC,L,1147462,1147505.0,44.0,571.5,431.4,777.0,662.3,8.17,436,1146153,1309,1352.0,43.0,263,827,nan
828,828,1020,1,3812255,20.0,EFIX,L,1147506,1147766.0,261.0,770.4,658.1,4650,None,None,None,1146153,1353,1613.0,260.0,283,828,nan
829,829,1020,1,3812309,20.0,SSACC,L,1147767,nan,nan,None,None,None,None,None,None,1146153,1614,nan,nan,264,829,nan
830,830,1020,1,3813067,20.0,ESACC,L,1147767,1147786.0,20.0,767.3,656.0,744.0,605.5,1.43,115,1146153,1614,1633.0,19.0,264,830,nan
831,831,1020,1,3837323,20.0,EFIX,L,1147787,1148439.0,653.0,746.3,600.6,5028,None,None,None,1146153,1634,2286.0,652.0,284,831,nan
832,832,1020,1,3837377,20.0,SSACC,L,1148440,nan,nan,None,None,None,None,None,None,1146153,2287,nan,nan,265,832,nan
833,833,1020,1,3838505,20.0,ESACC,L,1148440,1148469.0,30.0,752.8,594.1,626.6,492.8,4.33,258,1146153,2287,2316.0,29.0,265,833,nan
834,834,1020,1,3846148,20.0,EFIX,L,1148470,1148673.0,204.0,615.1,490.0,5313,None,None,None,1146153,2317,2520.0,203.0,285,834,nan
835,835,1020,1,3846202,20.0,SSACC,L,1148674,nan,nan,None,None,None,None,None,None,1146153,2521,nan,nan,266,835,nan
836,836,1020,1,3848329,20.0,ESACC,L,1148674,1148730.0,57.0,615.7,504.2,489.5,942.7,11.27,374,1146153,2521,2577.0,56.0,266,836,nan
837,837,1020,1,3853826,20.0,EFIX,L,1148731,1148876.0,146.0,490.8,939.2,4691,None,None,None,1146153,2578,2723.0,145.0,286,837,nan
838,838,1020,1,3853880,20.0,SSACC,L,1148877,nan,nan,None,None,None,None,None,None,1146153,2724,nan,nan,267,838,nan
839,839,1020,1,3855637,20.0,ESACC,L,1148877,1148923.0,47.0,491.9,941.3,608.0,585.9,9.18,301,1146153,2724,2770.0,46.0,267,839,nan
840,840,1020,1,3863354,20.0,EFIX,L,1148924,1149129.0,206.0,606.6,573.4,4419,None,None,None,1146153,2771,2976.0,205.0,287,840,nan
841,841,1020,1,3863408,20.0,SSACC,L,1149130,nan,nan,None,None,None,None,None,None,1146153,2977,nan,nan,268,841,nan
842,842,1020,1,3864203,20.0,ESACC,L,1149130,1149150.0,21.0,602.1,581.3,631.1,529.9,1.55,122,1146153,2977,2997.0,20.0,268,842,nan
843,843,1020,1,3876989,20.0,EFIX,L,1149151,1149493.0,343.0,632.9,538.5,4200,None,None,None,1146153,2998,3340.0,342.0,288,843,nan
844,844,1020,1,3877043,20.0,SSACC,L,1149494,nan,nan,None,None,None,None,None,None,1146153,3341,nan,nan,269,844,nan
845,845,1020,1,3877579,20.0,ESACC,L,1149494,1149507.0,14.0,637.3,547.4,609.0,555.7,0.80,70,1146153,3341,3354.0,13.0,269,845,nan
846,846,1020,1,3899134,20.0,EFIX,L,1149508,1150087.0,580.0,605.6,555.5,3870,None,None,None,1146153,3355,3934.0,579.0,289,846,nan
847,847,1020,1,3899188,20.0,SSACC,L,1150088,nan,nan,None,None,None,None,None,None,1146153,3935,nan,nan,270,847,nan
848,848,1020,1,3899872,20.0,ESACC,L,1150088,1150105.0,18.0,606.1,547.5,645.3,552.7,1.08,89,1146153,3935,3952.0,17.0,270,848,nan
849,849,1020,1,3910697,20.0,EFIX,L,1150106,1150395.0,290.0,647.4,551.5,3688,None,None,None,1146153,3953,4242.0,289.0,290,849,nan
850,850,1020,1,3910751,20.0,SSACC,L,1150396,nan,nan,None,None,None,None,None,None,1146153,4243,nan,nan,271,850,nan
851,851,1020,1,3911546,20.0,ESACC,L,1150396,1150416.0,21.0,647.8,540.6,612.5,576.6,1.34,95,1146153,4243,4263.0,20.0,271,851,nan
852,852,1020,1,3916451,20.0,EFIX,L,1150417,1150546.0,130.0,613.1,581.5,3967,None,None,None,1146153,4264,4393.0,129.0,291,852,nan
853,853,1020,1,3916505,20.0,SSACC,L,1150547,nan,nan,None,None,None,None,None,None,1146153,4394,nan,nan,272,853,nan
854,854,1020,1,3920259,20.0,EBLINK,L,1150588,1150658.0,71.0,None,None,None,None,None,None,1146153,4435,4505.0,70.0,21,854,nan
855,855,1020,1,3922138,20.0,ESACC,L,1150547,1150708.0,162.0,615.3,578.8,645.3,512.4,1.90,535,1146153,4394,4555.0,161.0,272,855,nan
856,856,1020,1,3928413,20.0,EFIX,L,1150709,1150875.0,167.0,643.9,523.5,4330,None,None,None,1146153,4556,4722.0,166.0,292,856,nan
857,857,1020,1,3928467,20.0,SSACC,L,1150876,nan,nan,None,None,None,None,None,None,1146153,4723,nan,nan,273,857,nan
858,858,1020,1,3929040,20.0,ESACC,L,1150876,1150890.0,15.0,643.8,534.4,627.5,512.9,0.72,58,1146153,4723,4737.0,14.0,273,858,nan
859,859,1020,1,3941086,20.0,EFIX,L,1150891,1151213.0,323.0,636.2,509.0,4177,None,None,None,1146153,4738,5060.0,322.0,293,859,nan
860,860,1020,1,3941140,20.0,SSACC,L,1151214,nan,nan,None,None,None,None,None,None,1146153,5061,nan,nan,274,860,nan
861,861,1020,1,3941491,20.0,ESACC,L,1151214,1151222.0,9.0,639.3,504.9,655.9,508.3,0.46,57,1146153,5061,5069.0,8.0,274,861,nan
862,862,1020,1,3948336,20.0,EFIX,L,1151223,1151402.0,180.0,655.8,506.7,4356,None,None,None,1146153,5070,5249.0,179.0,294,862,nan
863,863,1020,1,3964990,21.0,EFIX,L,1152041,1152459.0,419.0,646.3,538.8,2550,None,None,None,1152034,7,425.0,418.0,295,863,nan
864,864,1020,1,3965044,21.0,SSACC,L,1152460,nan,nan,None,None,None,None,None,None,1152034,426,nan,nan,275,864,nan
865,865,1020,1,3965950,21.0,ESACC,L,1152460,1152483.0,24.0,645.5,534.6,720.6,578.3,2.34,163,1152034,426,449.0,23.0,275,865,nan
866,866,1020,1,3972076,21.0,EFIX,L,1152484,1152646.0,163.0,722.8,579.6,2580,None,None,None,1152034,450,612.0,162.0,296,866,nan
867,867,1020,1,3972130,21.0,SSACC,L,1152647,nan,nan,None,None,None,None,None,None,1152034,613,nan,nan,276,867,nan
868,868,1020,1,3973036,21.0,ESACC,L,1152647,1152670.0,24.0,720.8,575.4,644.1,506.2,2.76,172,1152034,613,636.0,23.0,276,868,nan
869,869,1020,1,3986858,21.0,EFIX,L,1152671,1153041.0,371.0,632.5,485.8,2961,None,None,None,1152034,637,1007.0,370.0,297,869,nan
870,870,1020,1,3986912,21.0,SSACC,L,1153042,nan,nan,None,None,None,None,None,None,1152034,1008,nan,nan,277,870,nan
871,871,1020,1,3990600,21.0,EBLINK,L,1153072,1153153.0,82.0,None,None,None,None,None,None,1152034,1038,1119.0,81.0,22,871,nan
872,872,1020,1,3992183,21.0,ESACC,L,1153042,1153195.0,154.0,628.9,488.6,611.8,466.3,0.75,3252,1152034,1008,1161.0,153.0,277,872,nan
873,873,1020,1,4000345,21.0,EFIX,L,1153196,1153413.0,218.0,604.9,499.8,3622,None,None,None,1152034,1162,1379.0,217.0,298,873,nan
874,874,1020,1,4000399,21.0,SSACC,L,1153414,nan,nan,None,None,None,None,None,None,1152034,1380,nan,nan,278,874,nan
875,875,1020,1,4001268,21.0,ESACC,L,1153414,1153436.0,23.0,600.6,502.5,647.2,551.9,1.81,132,1152034,1380,1402.0,22.0,278,875,nan
876,876,1020,1,4010428,21.0,EFIX,L,1153437,1153681.0,245.0,638.5,552.7,3793,None,None,None,1152034,1403,1647.0,244.0,299,876,nan
877,877,1020,1,4010482,21.0,SSACC,L,1153682,nan,nan,None,None,None,None,None,None,1152034,1648,nan,nan,279,877,nan
878,878,1020,1,4011314,21.0,ESACC,L,1153682,1153703.0,22.0,637.2,545.7,586.9,540.1,1.39,104,1152034,1648,1669.0,21.0,279,878,nan
879,879,1020,1,4043710,21.0,EFIX,L,1153704,1154576.0,873.0,602.3,522.0,4024,None,None,None,1152034,1670,2542.0,872.0,300,879,nan
880,880,1020,1,4043764,21.0,SSACC,L,1154577,nan,nan,None,None,None,None,None,None,1152034,2543,nan,nan,280,880,nan
881,881,1020,1,4046002,21.0,ESACC,L,1154577,1154636.0,60.0,598.9,523.0,564.1,972.5,10.99,320,1152034,2543,2602.0,59.0,280,881,nan
882,882,1020,1,4053460,21.0,EFIX,L,1154637,1154835.0,199.0,565.8,961.4,3636,None,None,None,1152034,2603,2801.0,198.0,301,882,nan
883,883,1020,1,4053514,21.0,SSACC,L,1154836,nan,nan,None,None,None,None,None,None,1152034,2802,nan,nan,281,883,nan
884,884,1020,1,4055567,21.0,ESACC,L,1154836,1154890.0,55.0,566.4,961.6,624.0,523.6,10.79,380,1152034,2802,2856.0,54.0,281,884,nan
885,885,1020,1,4118340,21.0,EFIX,L,1154891,1156584.0,1694.0,627.1,517.1,4137,None,None,None,1152034,2857,4550.0,1693.0,302,885,nan
886,886,1020,1,4118395,21.0,SSACC,L,1156585,nan,nan,None,None,None,None,None,None,1152034,4551,nan,nan,282,886,nan
887,887,1020,1,4119412,21.0,ESACC,L,1156585,1156611.0,27.0,625.3,511.8,713.7,559.2,2.72,175,1152034,4551,4577.0,26.0,282,887,nan
888,888,1020,1,4125057,21.0,EFIX,L,1156612,1156761.0,150.0,705.5,587.9,4661,None,None,None,1152034,4578,4727.0,149.0,303,888,nan
889,889,1020,1,4125111,21.0,SSACC,L,1156762,nan,nan,None,None,None,None,None,None,1152034,4728,nan,nan,283,889,nan
890,890,1020,1,4126165,21.0,ESACC,L,1156762,1156789.0,28.0,704.4,587.1,615.5,511.4,3.12,200,1152034,4728,4755.0,27.0,283,890,nan
891,891,1020,1,4136102,21.0,EFIX,L,1156790,1157055.0,266.0,623.8,508.7,4796,None,None,None,1152034,4756,5021.0,265.0,304,891,nan
892,892,1020,1,4136156,21.0,SSACC,L,1157056,nan,nan,None,None,None,None,None,None,1152034,5022,nan,nan,284,892,nan
893,893,1020,1,4136618,21.0,ESACC,L,1157056,1157067.0,12.0,625.0,509.3,646.4,507.3,0.59,58,1152034,5022,5033.0,11.0,284,893,nan
894,894,1020,1,4144093,21.0,EFIX,L,1157068,1157264.0,197.0,648.4,505.2,4876,None,None,None,1152034,5034,5230.0,196.0,305,894,nan
895,895,1020,1,4144147,21.0,SSACC,L,1157265,nan,nan,None,None,None,None,None,None,1152034,5231,nan,nan,285,895,nan
896,896,1020,1,4144905,21.0,ESACC,L,1157265,1157284.0,20.0,647.2,501.5,612.5,512.2,0.99,96,1152034,5231,5250.0,19.0,285,896,nan
897,897,1020,1,4158234,22.0,EFIX,L,1157989,1158317.0,329.0,627.7,534.2,3279,None,None,None,1157982,7,335.0,328.0,306,897,nan
898,898,1020,1,4158288,22.0,SSACC,L,1158318,nan,nan,None,None,None,None,None,None,1157982,336,nan,nan,286,898,nan
899,899,1020,1,4159897,22.0,ESACC,L,1158318,1158360.0,43.0,628.0,529.5,641.7,780.2,6.32,243,1157982,336,378.0,42.0,286,899,nan
900,900,1020,1,4167207,22.0,EFIX,L,1158361,1158555.0,195.0,639.8,776.6,3355,None,None,None,1157982,379,573.0,194.0,307,900,nan
901,901,1020,1,4167261,22.0,SSACC,L,1158556,nan,nan,None,None,None,None,None,None,1157982,574,nan,nan,287,901,nan
902,902,1020,1,4168833,22.0,ESACC,L,1158556,1158597.0,42.0,640.8,781.5,683.4,600.6,4.66,200,1157982,574,615.0,41.0,287,902,nan
903,903,1020,1,4180546,22.0,EFIX,L,1158598,1158911.0,314.0,698.5,602.6,2581,None,None,None,1157982,616,929.0,313.0,308,903,nan
904,904,1020,1,4180600,22.0,SSACC,L,1158912,nan,nan,None,None,None,None,None,None,1157982,930,nan,nan,288,904,nan
905,905,1020,1,4182542,22.0,ESACC,L,1158912,1158963.0,52.0,711.1,600.7,328.3,663.3,10.38,308,1157982,930,981.0,51.0,288,905,nan
906,906,1020,1,4197844,22.0,EFIX,L,1158964,1159374.0,411.0,343.8,665.1,2067,None,None,None,1157982,982,1392.0,410.0,309,906,nan
907,907,1020,1,4197898,22.0,SSACC,L,1159375,nan,nan,None,None,None,None,None,None,1157982,1393,nan,nan,289,907,nan
908,908,1020,1,4199877,22.0,ESACC,L,1159375,1159427.0,53.0,346.4,665.7,727.5,504.3,11.08,349,1157982,1393,1445.0,52.0,289,908,nan
909,909,1020,1,4210517,22.0,EFIX,L,1159428,1159712.0,285.0,721.9,501.7,1838,None,None,None,1157982,1446,1730.0,284.0,310,909,nan
910,910,1020,1,4210571,22.0,SSACC,L,1159713,nan,nan,None,None,None,None,None,None,1157982,1731,nan,nan,290,910,nan
911,911,1020,1,4211662,22.0,ESACC,L,1159713,1159741.0,29.0,723.2,501.1,851.5,505.3,3.51,201,1157982,1731,1759.0,28.0,290,911,nan
912,912,1020,1,4222968,22.0,EFIX,L,1159742,1160044.0,303.0,855.9,501.2,1743,None,None,None,1157982,1760,2062.0,302.0,311,912,nan
913,913,1020,1,4223022,22.0,SSACC,L,1160045,nan,nan,None,None,None,None,None,None,1157982,2063,nan,nan,291,913,nan
914,914,1020,1,4224520,22.0,ESACC,L,1160045,1160084.0,40.0,855.2,499.6,628.1,500.4,6.20,263,1157982,2063,2102.0,39.0,291,914,nan
915,915,1020,1,4232311,22.0,EFIX,L,1160085,1160292.0,208.0,632.9,501.4,1805,None,None,None,1157982,2103,2310.0,207.0,312,915,nan
916,916,1020,1,4232365,22.0,SSACC,L,1160293,nan,nan,None,None,None,None,None,None,1157982,2311,nan,nan,292,916,nan
917,917,1020,1,4233049,22.0,ESACC,L,1160293,1160310.0,18.0,635.5,502.3,662.1,538.2,1.19,92,1157982,2311,2328.0,17.0,292,917,nan
918,918,1020,1,4251644,22.0,EFIX,L,1160311,1160810.0,500.0,662.6,545.7,1940,None,None,None,1157982,2329,2828.0,499.0,313,918,nan
919,919,1020,1,4251698,22.0,SSACC,L,1160811,nan,nan,None,None,None,None,None,None,1157982,2829,nan,nan,293,919,nan
920,920,1020,1,4253233,22.0,ESACC,L,1160811,1160851.0,41.0,662.9,547.2,778.1,746.5,5.91,214,1157982,2829,2869.0,40.0,293,920,nan
921,921,1020,1,4261357,22.0,EFIX,L,1160852,1161068.0,217.0,781.0,754.4,1883,None,None,None,1157982,2870,3086.0,216.0,314,921,nan
922,922,1020,1,4261411,22.0,SSACC,L,1161069,nan,nan,None,None,None,None,None,None,1157982,3087,nan,nan,294,922,nan
923,923,1020,1,4263760,22.0,ESACC,L,1161069,1161131.0,63.0,780.6,751.4,925.4,380.8,10.20,256,1157982,3087,3149.0,62.0,294,923,nan
924,924,1020,1,4278544,22.0,EFIX,L,1161132,1161528.0,397.0,922.0,385.5,1931,None,None,None,1157982,3150,3546.0,396.0,315,924,nan
925,925,1020,1,4278598,22.0,SSACC,L,1161529,nan,nan,None,None,None,None,None,None,1157982,3547,nan,nan,295,925,nan
926,926,1020,1,4279985,22.0,ESACC,L,1161529,1161565.0,37.0,914.3,383.9,1004.1,248.5,4.34,202,1157982,3547,3583.0,36.0,295,926,nan
927,927,1020,1,4288479,22.0,EFIX,L,1161566,1161792.0,227.0,1003.7,231.5,2171,None,None,None,1157982,3584,3810.0,226.0,316,927,nan
928,928,1020,1,4288533,22.0,SSACC,L,1161793,nan,nan,None,None,None,None,None,None,1157982,3811,nan,nan,296,928,nan
929,929,1020,1,4290586,22.0,ESACC,L,1161793,1161847.0,55.0,1004.5,229.3,638.5,503.3,12.34,449,1157982,3811,3865.0,54.0,296,929,nan
930,930,1020,1,4297008,22.0,EFIX,L,1161848,1162018.0,171.0,644.9,501.0,2276,None,None,None,1157982,3866,4036.0,170.0,317,930,nan
931,931,1020,1,4297062,22.0,SSACC,L,1162019,nan,nan,None,None,None,None,None,None,1157982,4037,nan,nan,297,931,nan
932,932,1020,1,4297709,22.0,ESACC,L,1162019,1162035.0,17.0,648.0,502.6,660.6,539.9,1.03,90,1157982,4037,4053.0,16.0,297,932,nan
933,933,1020,1,4342221,22.0,EFIX,L,1162036,1163233.0,1198.0,659.3,537.2,2294,None,None,None,1157982,4054,5251.0,1197.0,318,933,nan
934,934,1020,1,4361491,23.0,EFIX,L,1163937,1164426.0,490.0,662.8,528.7,2578,None,None,None,1163930,7,496.0,489.0,319,934,nan
935,935,1020,1,4361545,23.0,SSACC,L,1164427,nan,nan,None,None,None,None,None,None,1163930,497,nan,nan,298,935,nan
936,936,1020,1,4362229,23.0,ESACC,L,1164427,1164444.0,18.0,663.0,533.2,681.7,566.9,1.01,65,1163930,497,514.0,17.0,298,936,nan
937,937,1020,1,4367467,23.0,EFIX,L,1164445,1164583.0,139.0,688.4,572.8,2729,None,None,None,1163930,515,653.0,138.0,320,937,nan
938,938,1020,1,4367521,23.0,SSACC,L,1164584,nan,nan,None,None,None,None,None,None,1163930,654,nan,nan,299,938,nan
939,939,1020,1,4369389,23.0,ESACC,L,1164584,1164633.0,50.0,689.6,571.6,433.7,445.2,7.72,257,1163930,654,703.0,49.0,299,939,nan
940,940,1020,1,4375182,23.0,EFIX,L,1164634,1164787.0,154.0,433.7,442.6,2963,None,None,None,1163930,704,857.0,153.0,321,940,nan
941,941,1020,1,4375236,23.0,SSACC,L,1164788,nan,nan,None,None,None,None,None,None,1163930,858,nan,nan,300,941,nan
942,942,1020,1,4376401,23.0,ESACC,L,1164788,1164818.0,31.0,435.7,441.2,359.3,343.6,3.32,180,1163930,858,888.0,30.0,300,942,nan
943,943,1020,1,4386005,23.0,EFIX,L,1164819,1165075.0,257.0,353.2,341.0,3187,None,None,None,1163930,889,1145.0,256.0,322,943,nan
944,944,1020,1,4386059,23.0,SSACC,L,1165076,nan,nan,None,None,None,None,None,None,1163930,1146,nan,nan,301,944,nan
945,945,1020,1,4388482,23.0,ESACC,L,1165076,1165140.0,65.0,347.7,339.9,786.3,823.3,16.94,555,1163930,1146,1210.0,64.0,301,945,nan
946,946,1020,1,4399788,23.0,EFIX,L,1165141,1165443.0,303.0,773.2,811.0,3503,None,None,None,1163930,1211,1513.0,302.0,323,946,nan
947,947,1020,1,4399842,23.0,SSACC,L,1165444,nan,nan,None,None,None,None,None,None,1163930,1514,nan,nan,302,947,nan
948,948,1020,1,4401414,23.0,ESACC,L,1165444,1165485.0,42.0,771.2,809.9,820.5,551.8,6.57,245,1163930,1514,1555.0,41.0,302,948,nan
949,949,1020,1,4410315,23.0,EFIX,L,1165486,1165723.0,238.0,823.2,533.9,3613,None,None,None,1163930,1556,1793.0,237.0,324,949,nan
950,950,1020,1,4410369,23.0,SSACC,L,1165724,nan,nan,None,None,None,None,None,None,1163930,1794,nan,nan,303,950,nan
951,951,1020,1,4411978,23.0,ESACC,L,1165724,1165766.0,43.0,822.9,537.4,582.4,494.1,6.67,312,1163930,1794,1836.0,42.0,303,951,nan
952,952,1020,1,4431128,23.0,EFIX,L,1165767,1166281.0,515.0,585.4,477.2,3760,None,None,None,1163930,1837,2351.0,514.0,325,952,nan
953,953,1020,1,4431182,23.0,SSACC,L,1166282,nan,nan,None,None,None,None,None,None,1163930,2352,nan,nan,304,953,nan
954,954,1020,1,4432125,23.0,ESACC,L,1166282,1166306.0,25.0,581.0,457.7,628.4,514.0,1.97,142,1163930,2352,2376.0,24.0,304,954,nan
955,955,1020,1,4440212,23.0,EFIX,L,1166307,1166522.0,216.0,624.2,510.8,4025,None,None,None,1163930,2377,2592.0,215.0,326,955,nan
956,956,1020,1,4440266,23.0,SSACC,L,1166523,nan,nan,None,None,None,None,None,None,1163930,2593,nan,nan,305,956,nan
957,957,1020,1,4442060,23.0,ESACC,L,1166523,1166570.0,48.0,630.2,518.0,953.4,334.6,10.07,352,1163930,2593,2640.0,47.0,305,957,nan
958,958,1020,1,4451109,23.0,EFIX,L,1166571,1166812.0,242.0,953.7,340.1,3457,None,None,None,1163930,2641,2882.0,241.0,327,958,nan
959,959,1020,1,4451163,23.0,SSACC,L,1166813,nan,nan,None,None,None,None,None,None,1163930,2883,nan,nan,306,959,nan
960,960,1020,1,4452513,23.0,ESACC,L,1166813,1166848.0,36.0,951.6,346.7,1130.5,273.1,5.18,260,1163930,2883,2918.0,35.0,306,960,nan
961,961,1020,1,4465632,23.0,EFIX,L,1166849,1167200.0,352.0,1120.0,271.2,3436,None,None,None,1163930,2919,3270.0,351.0,328,961,nan
962,962,1020,1,4465686,23.0,SSACC,L,1167201,nan,nan,None,None,None,None,None,None,1163930,3271,nan,nan,307,962,nan
963,963,1020,1,4467702,23.0,ESACC,L,1167201,1167254.0,54.0,1110.2,264.6,636.9,480.1,14.01,510,1163930,3271,3324.0,53.0,307,963,nan
964,964,1020,1,4473236,23.0,EFIX,L,1167255,1167401.0,147.0,646.0,475.4,4063,None,None,None,1163930,3325,3471.0,146.0,329,964,nan
965,965,1020,1,4473290,23.0,SSACC,L,1167402,nan,nan,None,None,None,None,None,None,1163930,3472,nan,nan,308,965,nan
966,966,1020,1,4473900,23.0,ESACC,L,1167402,1167417.0,16.0,646.1,474.8,623.6,510.5,1.12,94,1163930,3472,3487.0,15.0,308,966,nan
967,967,1020,1,4494308,23.0,EFIX,L,1167418,1167966.0,549.0,625.6,523.4,3966,None,None,None,1163930,3488,4036.0,548.0,330,967,nan
968,968,1020,1,4494362,23.0,SSACC,L,1167967,nan,nan,None,None,None,None,None,None,1163930,4037,nan,nan,309,968,nan
969,969,1020,1,4494713,23.0,ESACC,L,1167967,1167975.0,9.0,617.8,533.4,604.1,543.8,0.46,57,1163930,4037,4045.0,8.0,309,969,nan
970,970,1020,1,4505796,23.0,EFIX,L,1167976,1168272.0,297.0,607.5,545.0,3814,None,None,None,1163930,4046,4342.0,296.0,331,970,nan
971,971,1020,1,4505850,23.0,SSACC,L,1168273,nan,nan,None,None,None,None,None,None,1163930,4343,nan,nan,310,971,nan
972,972,1020,1,4507829,23.0,ESACC,L,1168273,1168325.0,53.0,609.3,548.0,682.3,813.9,6.92,196,1163930,4343,4395.0,52.0,310,972,nan
973,973,1020,1,4512882,23.0,EFIX,L,1168326,1168459.0,134.0,684.5,816.3,3828,None,None,None,1163930,4396,4529.0,133.0,332,973,nan
974,974,1020,1,4512936,23.0,SSACC,L,1168460,nan,nan,None,None,None,None,None,None,1163930,4530,nan,nan,311,974,nan
975,975,1020,1,4514656,23.0,ESACC,L,1168460,1168505.0,46.0,686.1,816.4,623.3,524.1,7.51,307,1163930,4530,4575.0,45.0,311,975,nan
976,976,1020,1,4525555,23.0,EFIX,L,1168506,1168797.0,292.0,628.5,533.0,3599,None,None,None,1163930,4576,4867.0,291.0,333,976,nan
977,977,1020,1,4525609,23.0,SSACC,L,1168798,nan,nan,None,None,None,None,None,None,1163930,4868,nan,nan,312,977,nan
978,978,1020,1,4526034,23.0,ESACC,L,1168798,1168808.0,11.0,634.3,531.8,654.7,543.4,0.63,67,1163930,4868,4878.0,10.0,312,978,nan
979,979,1020,1,4540095,23.0,EFIX,L,1168809,1169183.0,375.0,649.8,542.1,3494,None,None,None,1163930,4879,5253.0,374.0,334,979,nan
980,980,1020,1,4556005,24.0,EFIX,L,1169903,1170301.0,399.0,648.4,523.1,2327,None,None,None,1169896,7,405.0,398.0,335,980,nan
981,981,1020,1,4556059,24.0,SSACC,L,1170302,nan,nan,None,None,None,None,None,None,1169896,406,nan,nan,313,981,nan
982,982,1020,1,4557002,24.0,ESACC,L,1170302,1170326.0,25.0,647.0,525.2,596.9,580.4,1.98,127,1169896,406,430.0,24.0,313,982,nan
983,983,1020,1,4567420,24.0,EFIX,L,1170327,1170605.0,279.0,597.0,579.3,2502,None,None,None,1169896,431,709.0,278.0,336,983,nan
984,984,1020,1,4567474,24.0,SSACC,L,1170606,nan,nan,None,None,None,None,None,None,1169896,710,nan,nan,314,984,nan
985,985,1020,1,4569305,24.0,ESACC,L,1170606,1170654.0,49.0,596.7,578.2,346.9,634.6,6.88,208,1169896,710,758.0,48.0,314,985,nan
986,986,1020,1,4580093,24.0,EFIX,L,1170655,1170943.0,289.0,349.0,636.5,3102,None,None,None,1169896,759,1047.0,288.0,337,986,nan
