,subject_id,block_id,file_position,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,trial_id,level_0,index,phase
190,1020,1,924099,SSACC,L,1060576,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
191,1020,1,925856,ESACC,L,1060576,1060622,47,362.0,469.6,607.7,506.4,6.77,354,1057180,5.0,40,4,test
192,1020,1,932389,EFIX,L,1060623,1060796,174,610.6,503.7,3972,None,None,None,1057180,5.0,40,4,test
193,1020,1,932443,SSACC,L,1060797,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
194,1020,1,932831,ESACC,L,1060797,1060806,10,607.7,505.3,615.1,523.7,0.52,59,1057180,5.0,40,4,test
195,1020,1,943212,EFIX,L,1060807,1061084,278,612.5,525.6,4009,None,None,None,1057180,5.0,40,4,test
196,1020,1,943266,SSACC,L,1061085,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
197,1020,1,943691,ESACC,L,1061085,1061095,11,611.1,523.3,592.4,536.3,0.61,64,1057180,5.0,40,4,test
198,1020,1,953924,EFIX,L,1061096,1061369,274,596.5,540.4,3888,None,None,None,1057180,5.0,40,4,test
199,1020,1,953978,SSACC,L,1061370,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
200,1020,1,955624,ESACC,L,1061370,1061413,44,594.7,543.6,869.3,412.4,8.27,322,1057180,5.0,40,4,test
201,1020,1,967633,EFIX,L,1061414,1061735,322,870.1,410.3,3602,None,None,None,1057180,5.0,40,4,test
202,1020,1,967687,SSACC,L,1061736,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
203,1020,1,969111,ESACC,L,1061736,1061773,38,871.7,410.6,601.3,507.1,7.84,379,1057180,5.0,40,4,test
204,1020,1,980232,EFIX,L,1061774,1062071,298,609.4,507.9,3789,None,None,None,1057180,5.0,40,4,test
205,1020,1,980286,SSACC,L,1062072,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
206,1020,1,981044,ESACC,L,1062072,1062091,20,611.6,509.4,564.5,532.5,1.42,133,1057180,5.0,40,4,test
207,1020,1,987799,EFIX,L,1062092,1062271,180,574.4,531.0,3850,None,None,None,1057180,5.0,40,4,test
208,1020,1,987853,SSACC,L,1062272,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
209,1020,1,988500,ESACC,L,1062272,1062288,17,573.8,531.2,611.4,519.8,1.07,99,1057180,5.0,40,4,test
210,1020,1,993903,EFIX,L,1062289,1062429,141,607.4,518.7,3852,None,None,None,1057180,5.0,40,4,test
211,1020,1,994494,START,1063145,LEFT,SAMPLES,EVENTS,None,None,None,None,None,None,1063145,6.0,41,5,study
212,1020,1,1010397,EFIX,L,1063152,1063566,415,655.7,522.4,2992,None,None,None,1063145,6.0,41,5,study
213,1020,1,1010451,SSACC,L,1063567,None,None,None,None,None,None,None,None,1063145,6.0,41,5,study
